materia,edicao,tema,enunciado,alt_a,alt_b,alt_c,alt_d,correta,comentario
"processo_penal","XXXI","Apelação da Vítima","Mariana foi vítima de um crime de apropriação indébita consumado, que teria sido praticado por Paloma. Ao tomar conhecimento de que Paloma teria sido denunciada pelo crime mencionado, inclusive sendo apresentado pelo Ministério Público o valor do prejuízo sofrido pela vítima e o requerimento de reparação do dano, Mariana passou a acompanhar o andamento processual, sem, porém, habilitar-se como assistente de acusação. No momento em que constatou que os autos estariam conclusos para sentença, Mariana procurou seu advogado para adoção das medidas cabíveis, esclarecendo o temor de ver a ré absolvida e não ter seu prejuízo reparado. O advogado de Mariana deverá informar à sua cliente que","não poderá ser fixado pelo juiz valor mínimo a título de indenização, mas, em caso de sentença condenatória, poderá esta ser executada, por meio de ação civil ex delicto, por Mariana ou seu representante legal.","poderá ser apresentado recurso de apelação, diante de eventual sentença absolutória e omissão do Ministério Público, por parte de Mariana, por meio de seu patrono, ainda que não esteja, no momento da sentença, habilitada como assistente de acusação.","poderá ser fixado pelo juiz valor a título de indenização em caso de sentença condenatória, não podendo a ofendida, porém, nesta hipótese, buscar a apuração do dano efetivamente sofrido perante o juízo cível.","não poderá ser buscada reparação cível diante de eventual sentença absolutória, com trânsito em julgado, que reconheça não existir prova suficiente para condenação.","B","Dispõe o art. 598, caput, do CPP que ""nos crimes de competência do Tribunal do Júri, ou do juiz singular, se da sentença não for interposta apelação pelo Ministério Público no prazo legal, o ofendido ou qualquer das pessoas enumeradas no art. 31, ainda que não se tenha habilitado como assistente, poderá interpor apelação, que não terá, porém, efeito suspensivo""."
"processo_penal","XXXI","Flagrante Retardado","Durante escuta telefônica devidamente deferida para investigar organização criminosa destinada ao contrabando de armas, policiais obtiveram a informação de que Marcelo receberia, naquele dia, grande quantidade de armamento, que seria depois repassada a Daniel, chefe de sua facção. Diante dessa informação, os policiais se dirigiram até o local combinado. Após informarem o fato à autoridade policial, que o comunicou ao juízo competente, eles acompanharam o recebimento do armamento por Marcelo, optando por não o prender naquele momento, pois aguardariam que ele se encontrasse com o chefe da sua organização para, então, prendê-los. De posse do armamento, Marcelo se dirigiu ao encontro de Daniel e lhe repassou as armas contrabandeadas, quando, então, ambos foram surpreendidos e presos em flagrante pelos policiais que monitoravam a operação. Encaminhados para a Delegacia, os presos entraram em contato com um advogado para esclarecimentos sobre a validade das prisões ocorridas. Com base nos fatos acima narrados, o advogado deverá esclarecer aos seus clientes que a prisão em flagrante efetuada pelos policiais foi:","ilegal, por se tratar de flagrante esperado.","ilegal, restando configurado o flagrante preparado.","legal, tratando-se de flagrante retardado.","ilegal, pois a conduta dos policiais dependeria de prévia autorização judicial.","C","Diferentemente da hipótese em apreço (flagrante retardado), o flagrante esperado ou aguardado é a espécie de prisão em flagrante por meio da qual o agente de segurança pública – ciente absolutamente acerca da iminente prática de uma infração penal – se direciona para o local em que o crime deve acontecer e se coloca em posição de espera do início dos atos de execução ou da própria consumação delitiva para que, em sequência, efetue a prisão em flagrante de todos os envolvidos. Trata-se de uma modalidade de prisão em flagrante válida e legal, aceita pelo STJ, mas que não se amolda à proposição em análise. A assertiva apresenta dois erros crassos: primeiramente, porque a situação fática narrada diz respeito ao flagrante retardado, perfeitamente legal, e não ao flagrante preparado, provocado ou crime de ensaio, que exige, fundamentalmente, a presença de dois requisitos cumulativos, quais sejam, a indução à prática do delito e a adoção de precauções para que esse delito não venha a ser descoberto."
"processo_penal","XXXI","Prisão Preventiva","Carlos foi denunciado pela prática de crime de roubo majorado. Durante o curso do processo, foram verificados indícios de que ele integrava organização criminosa e havia ameaçado testemunhas. O Ministério Público requereu a decretação de sua prisão preventiva. Analisando o caso, o juiz concedeu a ordem de prisão. Sobre a hipótese, assinale a afirmativa correta.","A prisão preventiva é ilegal, pois só pode ser decretada após o trânsito em julgado da sentença condenatória.","A prisão preventiva é legal, pois presentes os requisitos legais para sua decretação.","A prisão preventiva é ilegal, pois o crime de roubo não admite prisão preventiva.","A prisão preventiva é legal, mas depende de representação da vítima.","B","Nos termos do art. 312 do CPP, a prisão preventiva pode ser decretada como garantia da ordem pública, da ordem econômica, por conveniência da instrução criminal, ou para assegurar a aplicação da lei penal, quando houver prova da existência do crime e indício suficiente de autoria. No caso concreto, a integração em organização criminosa e a ameaça a testemunhas configuram hipóteses legais para a decretação da preventiva."
"trabalho","XXXI","Horas Extras","João, empregado de uma empresa de logística, trabalha das 08h às 17h, com uma hora de intervalo. Recentemente, o empregador passou a exigir que ele trabalhe até as 18h, sem conceder qualquer adicional. João procura um advogado para orientação. Assinale a afirmativa correta.","João não tem direito a horas extras, pois a jornada total não ultrapassa 8 horas diárias.","João tem direito ao adicional de, no mínimo, 50% sobre as horas extras trabalhadas.","João tem direito apenas ao pagamento das horas simples, sem adicional.","João tem direito ao adicional de, no mínimo, 100% sobre as horas extras trabalhadas.","B","De acordo com o art. 7º, XVI, da CF/88 e art. 59 da CLT, a hora extra deve ser remunerada com acréscimo de, no mínimo, 50% sobre o valor da hora normal. Considerando que João trabalha das 08h às 17h (8 horas) com 1 hora de intervalo, a exigência de trabalho até as 18h caracteriza hora extra."
"trabalho","XXXI","Estabilidade da Gestante","Maria, grávida de 3 meses, foi demitida sem justa causa. Ela procura um advogado para saber sobre seus direitos. Assinale a afirmativa correta.","Maria tem direito à reintegração, pois goza de estabilidade provisória desde a confirmação da gravidez.","Maria não tem direito à reintegração, pois a estabilidade só começa a partir do 5º mês de gravidez.","Maria tem direito apenas à indenização correspondente ao período de aviso prévio.","Maria tem direito à reintegração apenas se comprovar que a demissão foi por motivo da gravidez.","A","Nos termos do art. 10, II, b, do ADCT, à empregada gestante é assegurada estabilidade provisória desde a confirmação da gravidez até cinco meses após o parto. A demissão sem justa causa nesse período é nula, cabendo reintegração."
"processo_trabalho","XXXI","Competência Territorial","Uma empresa sediada em São Paulo/SP contrata João para trabalhar no Rio de Janeiro/RJ. João é residente em Niterói/RJ. Após despedida, João pretende ajuizar reclamação trabalhista. Assinale o foro competente.","São Paulo/SP, onde se localiza a sede da empresa.","Rio de Janeiro/RJ, local da prestação dos serviços.","Niterói/RJ, domicílio do reclamante.","Qualquer dos foros mencionados, à escolha do reclamante.","D","De acordo com o art. 651 da CLT, é competente o foro do local da prestação dos serviços, da sede da empresa ou do domicílio do reclamante, facultando-se ao reclamante a escolha entre eles."
"processo_trabalho","XXXI","Honorários Periciais","Em ação trabalhista, foi determinada a realização de perícia contábil. O perito nomeado apresentou seus honorários no valor de R$ 5.000,00. Sobre o pagamento desses honorários, assinale a afirmativa correta.","Os honorários são sempre pagos pela parte vencida.","Os honorários são pagos pela parte que requereu a perícia.","Os honorários são custeados pela União, independentemente do resultado da ação.","Os honorários são pagos pela parte que indicou o perito.","A","Nos termos do art. 790-B da CLT, os honorários periciais são custeados pela parte vencida, salvo se o juiz entender, fundamentadamente, que deve ser imposta à parte vencedora, no todo ou em parte."
"tributario","XXXI","Imunidade Recíproca","O Estado Alpha adquiriu imóvel de propriedade do Município Beta para instalação de delegacia de polícia. Sobre a incidência de ITBI nessa operação, assinale a afirmativa correta.","Há incidência de ITBI, pois a imunidade recíproca não se aplica a operações entre entes federados.","Há incidência de ITBI, pois o imóvel não será utilizado para finalidade essencial do Estado.","Não há incidência de ITBI, em razão da imunidade recíproca.","Há incidência de ITBI, mas com alíquota reduzida.","C","Nos termos do art. 150, VI, a, da CF/88, é vedado aos entes federados instituir impostos sobre patrimônio, renda ou serviços uns dos outros. A imunidade recíproca aplica-se às operações entre entes da federação."
"empresarial","XXXI","Recuperação Judicial","A empresa XYZ Ltda., em dificuldades financeiras, pretende pleitear recuperação judicial. Sobre os requisitos, assinale a afirmativa correta.","A recuperação judicial só é cabível para empresas com mais de 50 empregados.","A recuperação judicial exige que a empresa esteja em funcionamento há pelo menos 2 anos.","A recuperação judicial pode ser requerida por empresa regularmente constituída há mais de 2 anos.","A recuperação judicial não tem requisito temporal mínimo de funcionamento.","C","De acordo com o art. 48 da Lei 11.101/2005, podem requerer recuperação judicial o empresário e a sociedade empresária regularmente constituídos há mais de 2 anos no país."
"constitucional","XXXI","Mandado de Injunção","Diante da omissão legislativa que inviabiliza o exercício de direito fundamental, o instrumento adequado para suprir a lacona é o","mandado de segurança.","mandado de injunção.","habeas data.","ação popular.","B","Nos termos do art. 5º, LXXI, da CF/88, concede-se mandado de injunção sempre que a falta de norma regulamentadora torne inviável o exercício dos direitos e liberdades constitucionais e das prerrogativas inerentes à nacionalidade, à soberania e à cidadania."
"administrativo","XXXI","Licitação - Dispensa","Para a contratação de serviços de engenharia no valor de R$ 40.000,00, o procedimento licitatório adequado é a","concorrência.","tomada de preços.","convite.","dispensa de licitação.","C","Nos termos do art. 24, II, da Lei 8.666/93, para obras e serviços de engenharia com valor até R$ 330.000,00, aplica-se o procedimento do convite."
"civil","XXXI","Posse e Propriedade","João ocupa imóvel rural há 15 anos, de forma contínua e incontestada, mas sem justo título. Sobre essa situação, assinale a afirmativa correta.","João não pode adquirir a propriedade, pois falta justo título.","João pode adquirir a propriedade por usucapião extraordinário.","João pode adquirir a propriedade por usucapião ordinário.","João pode adquirir a propriedade por usucapião especial urbano.","B","Nos termos do art. 1.238 do CC, aquele que, por 15 anos, sem interrupção, nem oposição, possuir como seu um imóvel, adquire-lhe a propriedade, independentemente de título e boa-fé (usucapião extraordinário)."
"penal","XXXI","Legítima Defesa","Pedro, ao ser surpreendido por assaltante que brandia arma de fogo, reage e desfere golpes no agressor, que vem a falecer. Sobre o caso, assinale a afirmativa correta.","Configura legítima defesa, ainda que resultando em morte.","Configura excesso doloso na legítima defesa.","Configura estado de necessidade.","Não configura legítima defesa por ausência de agressão atual.","A","Nos termos do art. 25 do CP, entende-se em legítima defesa quem, usando moderadamente dos meios necessários, repele injusta agressão, atual ou iminente, a direito seu ou de outrem. A morte do agressor não afasta a legítima defesa se os meios foram moderados e necessários."
"processo_civil","XXXI","Tutela de Urgência","Em ação de divórcio, Maria requereu liminarmente alimentos provisionais, demonstrando urgência e verossimilhança. Sobre o pedido, assinale a afirmativa correta.","O pedido deve ser indeferido, pois alimentos não admitem tutela de urgência.","O pedido deve ser deferido, presentes os requisitos legais.","O pedido deve ser indeferido, pois alimentos dependem de perícia prévia.","O pedido deve ser deferido apenas se houver contrato previamente firmado.","B","Nos termos do art. 300 do CPC, a tutela de urgência será concedida quando houver elementos que evidenciem a probabilidade do direito e o perigo de dano ou o risco ao resultado útil do processo. Os alimentos provisionais são classicamente deferidos via tutela de urgência."
"processo_penal","XXXI","Habeas Corpus","João foi preso em flagrante por furto simples. Seu advogado impetrou habeas corpus, alegando ilegalidade na prisão. Sobre o caso, assinale a afirmativa correta.","O habeas corpus é cabível para discutir a legalidade da prisão em flagrante.","O habeas corpus é incabível, pois o furto é crime.","O habeas corpus é cabível apenas após o trânsito em julgado.","O habeas corpus é incabível, devendo ser interposto recurso em sentido estrito.","A","O habeas corpus é remédio constitucional adequado para impugnar qualquer constrangimento ilegal à liberdade de locomoção, inclusive prisão em flagrante considerada ilegal."
"internacional","XXXI","Asilo Político","Cidadão de país em conflito armado busca refúgio no Brasil. Sobre sua situação, assinale a afirmativa correta.","Tem direito a asilo político, independentemente de análise individual.","Tem direito a refúgio, desde que preencha os requisitos legais.","Não tem direito a asilo, pois o Brasil não concede asilo político.","Tem direito apenas a visto humanitário temporário.","B","De acordo com a Lei 9.474/97, o refúgio é concedido a todo estrangeiro que devido a fundados temores de perseguição por motivos de raça, religião, nacionalidade, grupo social ou opiniões políticas encontre-se fora de seu país de nacionalidade."
"civil","XXXI","Usucapião Familiar","Maria viveu por 5 anos em imóvel urbano com seu ex-companheiro e seus dois filhos, tendo sido abandonada há 2 anos. Ela mantém a posse exclusiva do imóvel e depende dele para moradia. Sobre o caso, assinale a afirmativa correta.","Maria pode pleitear usucapião familiar, independentemente de abandono do lar.","Maria não pode pleitear usucapião, pois o prazo mínimo é de 10 anos.","Maria pode pleitear usucapião especial familiar, desde que preencha os requisitos legais.","Maria só pode pleitear usucapião se comprovar pagamento de impostos.","C","Nos termos do art. 1.240-A do CC, o usucapião especial familiar pode ser pleiteado por quem exerce posse exclusiva de imóvel urbano por 2 anos, desde que não seja proprietário de outro imóvel, utilize o imóvel para moradia e tenha sido abandonado pelo cônjuge ou companheiro."
"penal","XXXI","Crime Continuado","João praticou três furtos em estabelecimentos comerciais diferentes no mesmo dia, usando a mesma metodologia. Sobre a dosimetria da pena, assinale a afirmativa correta.","A pena deve ser aplicada pelo crime continuado.","A pena deve ser aplicada em concurso material.","Cada furto deve ser punido separadamente.","Deve ser aplicada a majorante de reincidência.","A","Nos termos do art. 71 do CP, ocorre crime continuado quando o agente, mediante mais de uma ação ou omissão, pratica dois ou mais crimes da mesma espécie e, pelas condições de tempo, lugar, maneira de execução e outras semelhantes, devem os subsequentes ser considerados como continuação do primeiro."
"processo_civil","XXXI","Coisa Julgada","Sentença transitada em julgado em ação de cobrança reconheceu a inexistência do débito. Sobre os efeitos, assinale a afirmativa correta.","A coisa julgada impede nova discussão sobre o mesmo débito.","A coisa julgada não impede ação rescisória por erro de fato.","A coisa julgada só produz efeitos entre as partes.","A coisa julgada pode ser desconsiderada por acordo das partes.","A","Nos termos do art. 502 do CPC, denomina-se coisa julgada material a autoridade que torna imutável e indiscutível a decisão de mérito não mais sujeita a recurso."
"trabalho","XXXI","FGTS na Demissão por Justa Causa","Empregado demitido por justa causa tem direito","ao saque do FGTS, com multa de 40%.","ao saque do FGTS, sem multa.","à manutenção do FGTS na conta vinculada.","ao saque do FGTS, com multa de 20%.","B","De acordo com a Lei 8.036/90, na demissão por justa causa, o empregado tem direito ao saque do FGTS, mas não faz jus à multa de 40% do art. 18 da referida lei."
"processo_trabalho","XXXI","Recurso de Revista","Contra decisão de Tribunal Regional do Trabalho que diverge de súmula do TST, cabe","recurso ordinário.","recurso de revista.","agravo de instrumento.","embargos de declaração.","B","Nos termos do art. 896 da CLT, cabe recurso de revista quando a decisão recorrida divergir da súmula ou jurisprudência uniforme do TST."
"constitucional","XXXI","Ação Direta de Inconstitucionalidade","Lei estadual que disciplina matéria de competência privativa da União pode ser impugnada via","ADIN por partido político com representação no Congresso.","ADPF por qualquer cidadão.","ADC por entidade de classe.","mandado de segurança por pessoa jurídica.","A","Nos termos do art. 103 da CF/88, cabe ADIN para declarar a inconstitucionalidade de lei ou ato normativo federal ou estadual, podendo ser proposta por partido político com representação no Congresso Nacional."
"administrativo","XXXI","Improbidade Administrativa","Agente público que pratica ato de improbidade que causa lesão ao erário responde","apenas civilmente.","civil e penalmente.","civil, penal e administrativamente.","apenas administrativamente.","C","Nos termos da Lei 8.429/92, o agente público que pratica ato de improbidade administrativa responde civil, penal e administrativamente, conforme o caso."
"empresarial","XXXI","Falência - Bens do Espólio","Na falência de sociedade empresária, os bens particulares dos sócios","integram o espólio falimentar.","não integram o espólio falimentar.","integram apenas se houver confusão patrimonial.","integram apenas os bens dos sócios administradores.","B","Nos termos do art. 82 da Lei 11.101/2005, na falência, o espólio é formado pelos bens, direitos e valores pertencentes ao devedor na data do decreto falimentar, não incluindo bens particulares dos sócios."
"tributario","XXXI","Crédito Tributário - Certidão Negativa","A certidão negativa de débitos","dispensa o contribuinte de futuras cobranças.","constitui mera declaração da situação na data de emissão.","tem validade perpétua.","impede a fiscalização futura.","B","A certidão negativa tem caráter declaratório, representando a situação do contribuinte na data de sua emissão, não impedindo fiscalizações futuras nem constituindo quitação definitiva."
"internacional","XXXI","Extradição","Brasileiro nato que comete crime no exterior","pode ser extraditado.","não pode ser extraditado.","pode ser extraditado apenas para países do Mercosul.","pode ser extraditado apenas por crimes hediondos.","B","Nos termos do art. 5º, LI, da CF/88, nenhum brasileiro será extraditado, salvo o naturalizado em caso de crime comum praticado antes da naturalização ou comprovado envolvimento em tráfico ilícito de entorpecentes."
"consumidor","XXXI","Vício do Produto","Consumidor que adquire produto com vício oculto tem prazo de","30 dias para reclamar.","90 dias para reclamar.","120 dias para reclamar.","prazo indeterminado para reclamar.","B","Nos termos do art. 26 do CDC, o prazo para reclamar vícios ocultos é de 90 dias para produtos não duráveis e 30 dias para serviços."
"eca","XXXI","Adoção Internacional","A adoção internacional","é medida excepcional.","é a regra para crianças acima de 3 anos.","dispensa estágio de convivência.","pode ser realizada diretamente com os adotantes.","A","Nos termos do art. 31 do ECA, a adoção internacional constitui medida excepcional, somente sendo admitida na modalidade internacional se esgotadas as possibilidades de colocação da criança ou adolescente em família substituta brasileira."
"ambiental","XXXI","Responsabilidade Objetiva","Empresa que causa dano ambiental responde","apenas se comprovada culpa.","objetivamente, independentemente de culpa.","apenas por danos materiais.","apenas se houver dolo.","B","Nos termos do art. 14, §1º, da Lei 6.938/81, o poluidor é obrigado a indenizar ou reparar os danos ambientais que causar, independentemente da existência de culpa."
